Page Name,Blade File,Page URL,Primary Dir,Slot,Filename,Image Dir,Round,Date,Cross-sell,Collision File(s),Carousel Count,Not-placed Count,Not-placed Files
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Banner,top5pct-brick-vinyl-hoodies-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-hoodies.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Carousel 1,top5pct-brick-vinyl-custom-t-shirt-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-custom-t-shirt.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Carousel 2,top5pct-customized-brick-vinyl-shirts-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-customized-brick-vinyl-shirts.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Carousel 3,top5pct-brick-vinyl-custom-shirts-joliet-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-custom-shirts-joliet.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Carousel 4,top5pct-brick-vinyl-shorewood-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-shorewood.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Card 1,top5pct-brick-vinyl-jackets-joliet-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-jackets-joliet.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Card 2,top5pct-brick-vinyl-cresthill-r5.jpg,brick-shirts,R5,"Jun 30, 2026",No,top5pct-brick-vinyl-cresthill.jpg,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Detailed-info 1,top5pct-custom-brick-shirts-hoodies-cap-joliet.jpg,custom-shirts,≤R2,"≤Jun 3, 2026",Yes,none,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Slide-L,top5pct-glitter-sweatshirts-joliet.jpg,glitter-shirts,≤R2,"≤Jun 3, 2026",Yes,none,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
brick-shirts,custom-apparel/brick-shirts.blade.php,/custom-apparel/brick-shirts,brick-shirts,Slide-R,top5pct-custom-flock-t-shirt-printing.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",Yes,none,4,7,top5pct-brick-vinyl-cresthill.jpg | top5pct-brick-vinyl-custom-shirts-joliet.jpg | top5pct-brick-vinyl-custom-t-shirt.jpg | top5pct-brick-vinyl-hoodies.jpg | top5pct-brick-vinyl-jackets-joliet.jpg | top5pct-brick-vinyl-shorewood.jpg | top5pct-customized-brick-vinyl-shirts.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Banner,top5pct-dtf-t-shirt-printing.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 1,top5pct-dtf-tees.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 2,top5pct-dtf-t-shirt-maker.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 3,top5pct-custom-t-shirts-dtf.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 4,top5pct-dtf-hoodies-joliet.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 5,top5pct-custom-baby-clothing-joliet.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 6,top5pct-custom-shirt-with-picture.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 7,top5pct-custom-sweatshirts.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Carousel 8,top5pct-dtf-shirts-joliet.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Card 1,top5pct-dtf-zip-up-hoodies.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Card 2,top5pct-custom-dtf-shirts.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Detailed-info 1,top5pct-custom-bowling-shirts-dtf.jpg,dtf-transfers,≤R2,"≤Jun 3, 2026",No,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Slide-L,top5pct-screenprinting-company-shirts.jpg,screen-printing,≤R2,"≤Jun 3, 2026",Yes,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dtf-transfers,custom-apparel/dtf-transfers.blade.php,/custom-apparel/dtf-transfers,dtf-transfers,Slide-R,top5pct-embroidered-cap-embroidered-beanies-joliet.jpg,embroidery,≤R2,"≤Jun 3, 2026",Yes,none,8,2,top5pct-banner-dtf-transfers-joliet.jpg | top5pct-dtf-transfer-pricing.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Banner,top5pct-dye-sublimation-custom-shirt-joliet.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 1,top5pct-sublimation-shirts.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 2,top5pct-custom-face-mask-sublimated.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 3,top5pct-custom-sublimated-towels.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 4,top5pct-dye-sublimated-longsleeve-shirt-joliet.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 5,top5pct-dye-sublimation-jerseys.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 6,top5pct-dye-sublimation-tees.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 7,top5pct-sublimated-graphic-tees.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Carousel 8,top5pct-sublimation-tees.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Card 1,top5pct-dye-sublimation-shirts.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Card 2,top5pct-sublimation-shirt-printer.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Detailed-info 1,top5pct-sublimation-shirt.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Slide-L,top5pct-custom-sublimation-shirts.jpg,sublimation,≤R2,"≤Jun 3, 2026",No,none,8,1,top5pct-sublimation-team-shirts.jpg
dye-sublimation,custom-apparel/dye-sublimation.blade.php,/custom-apparel/dye-sublimation,sublimation,Slide-R,top5pct-custom-glitter-sweatshirts.jpg,glitter-shirts,≤R2,"≤Jun 3, 2026",Yes,none,8,1,top5pct-sublimation-team-shirts.jpg
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Banner,top5pct-custom-flock-t-shirt-printing.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Carousel 1,top5pct-custom-flock-shirt-hoodie-cap-joliet.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Carousel 2,top5pct-flock-hoodie-printing.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Carousel 3,top5pct-flock-shirt-vinyl.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Carousel 4,top5pct-flock-t-shirts-joliet.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Card 1,top5pct-flock-custom-shirts-joliet.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Card 2,top5pct-flock-shirts-plainfield.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Detailed-info 1,top5pct-flock-apparel-joliet.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Slide-L,top5pct-flock-t-shirt-joliet.jpg,flock-shirts,≤R2,"≤Jun 3, 2026",No,none,4,0,
flock-shirts,custom-apparel/flock-shirts.blade.php,/custom-apparel/flock-shirts,flock-shirts,Slide-R,top5pct-custom-holographic-shirt-hoodie-cap-joliet.jpg,custom-shirts,≤R2,"≤Jun 3, 2026",Yes,none,4,0,
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Banner,top5pct-foil-gold-t-shirt.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Carousel 1,top5pct-foil-shirts.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Carousel 2,top5pct-foil-custom-shirts-joliet.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Carousel 3,top5pct-foil-custom-apparel-shirts-joliet.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Carousel 4,top5pct-foil-shirts-cresthill.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Carousel 5,top5pct-foil-custom-shirts.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Card 1,top5pct-gold-foil-printed-shirts.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Card 2,top5pct-custom-wedding-foil-shirts.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Detailed-info 1,top5pct-foil-custom-t-shirts.jpg,foil-shirts,≤R2,"≤Jun 3, 2026",No,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Slide-L,top5pct-rhinestone-tshirts-joliet.jpg,rhinestone-apparel,≤R2,"≤Jun 3, 2026",Yes,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
foil-shirts,custom-apparel/foil-shirts.blade.php,/custom-apparel/foil-shirts,foil-shirts,Slide-R,top5pct-glitter-sweatshirts-joliet.jpg,glitter-shirts,≤R2,"≤Jun 3, 2026",Yes,none,5,2,top5pct-custom-foil-polo.jpg | top5pct-foil-shirt-shorewood.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Banner,glitter-shirt-crest-hill-1920x1080.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 1,glitter-lips-custom-t-shirt-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 2,glitter-t-shirts-cresthill-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 3,glitter-shirts-crest-hill-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 4,glitter-shirt-crest-hill-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 5,gitter-birthday-shirt-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 6,glitter-sweatshirts-joliet-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Carousel 7,glitter-hoodies-plainfield-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
glitter-shirts,custom-apparel/glitter-shirts.blade.php,/custom-apparel/glitter-shirts,glitter-shirts-compressed,Card 1,glitter-lips-custom-t-shirt-600x450.jpg,glitter-shirts-compressed,≤R2,"≤Jun 3, 2026",No,none,7,14,foil-shirts-cresthill-400x300.jpg | foil-shirts-cresthill-600x450.jpg | glitter-blue-jean-jacket-400x300.jpg | glitter-blue-jean-jacket-600x450.jpg | glitter-hoodies-plainfield-400x300.jpg | glitter-lips-custom-t-shirt-400x300.jpg | glitter-shirt-crest-hill-400x300.jpg | glitter-shirt-joliet-spurs-basketball-400x300.jpg | glitter-shirts-crest-hill-400x300.jpg | glitter-shirtt-joliet-spurs-basketball-600x450.jpg | glitter-sweatshirts-joliet-400x300.jpg | glitter-sweatshirts-rockdale-400x300.jpg | glitter-sweatshirts-rockdale-600x450.jpg | glitter-t-shirts-cresthill-400x300.jpg
